,b,angle,x/z
0,0.1,-0.11215708706473472,-18.798191509886163
1,0.1,-0.3155648024982831,-7.792851092645861
2,0.1,-0.7853503404547679,-3.7924973684160275
3,0.1,1.2789725059907489,-1.895396135986458
4,0.1,-0.7707617300879833,-1.2229762985392687
5,0.1,0.33969866459758885,-2.310911339069807
6,0.1,-0.9549367417096115,-2.4577479257824306
7,0.1,0.34895012593476316,-1.4600363581373734
8,0.1,1.0024207290039175,-1.7152757785795376
9,0.1,-0.7330307006471797,-2.3382028420902277
10,0.1,0.39586591890260925,-1.5035668090956542
11,0.1,0.9046834415828524,-1.7615459139023244
12,0.1,-1.023736030364614,-2.1228654128488875
13,0.1,-0.27088644848999704,-1.4235162837008364
14,0.1,0.2510488059868979,-2.022970678614732
15,0.1,1.2910744661795384,-1.7800864743811182
16,0.1,-1.534856811665393,-1.5348143267468972
17,0.1,-0.7448837914550195,-2.07481883502177
18,0.1,-0.1798170407328178,-1.4656513794044512
19,0.2,-0.22428513383988416,-9.373284778960091
20,0.2,-0.629457726841021,-3.840579087626902
21,0.2,-1.539015534984964,-1.8109214292945224
22,0.2,-0.2663853455799729,-0.9292654691034292
23,0.2,0.44328300460932263,-1.5327591785077486
24,0.2,-1.0476294626031366,-1.8123111667910554
25,0.2,0.08017494804068781,-1.0405303116840416
26,0.2,0.5361673963585891,-1.3911436006532796
27,0.2,-1.3380813775657434,-1.5425374203831148
28,0.2,-0.7160630104084696,-0.9914257578990866
29,0.2,-0.20131307039580643,-1.5714787898478861
30,0.2,0.7154075572275502,-1.186513771328512
31,0.2,0.8443359177802657,-1.2319527146529567
32,0.2,-1.5133629069351975,-1.3937054277090073
33,0.2,-1.3452401194900099,-1.051422960858964
34,0.2,-0.9061228416180556,-1.468644112510303
35,0.2,-0.6475574761635408,-1.0320406530224808
36,0.2,-0.4780638305576401,-1.4494457911867376
37,0.2,-0.19921602726239884,-1.058931043409236
38,0.30000000000000004,-0.33635556171593584,-6.220136846268813
39,0.30000000000000004,-0.9401943318941864,-2.4979438091090094
40,0.30000000000000004,0.8945209964157904,-1.1135848328580307
41,0.30000000000000004,1.5058734751040095,-0.7627970825330106
42,0.30000000000000004,-0.5417398692346411,-1.6029633088488413
43,0.30000000000000004,0.8062420737320171,-1.0155742787849498
44,0.30000000000000004,1.064743190991857,-0.8979991253112077
45,0.30000000000000004,-1.1050493000919814,-1.3117516515166863
46,0.30000000000000004,-0.498691325654308,-0.7854549565968604
47,0.30000000000000004,-0.2719685573819218,-1.2338106947016891
48,0.30000000000000004,0.4504980756545416,-0.905762933169741
49,0.30000000000000004,0.35805378164898755,-1.0521279225159597
50,0.30000000000000004,0.954594071141198,-0.9877971060218569
51,0.30000000000000004,0.7456088200960069,-0.9506757051781766
52,0.30000000000000004,1.1510441716368334,-1.0091576962581674
53,0.30000000000000004,0.8473196524289808,-0.9245405312634163
54,0.30000000000000004,1.0919727053275519,-0.9873422679913798
55,0.30000000000000004,0.7089546530103271,-0.941238141511685
56,0.30000000000000004,0.8232109012273885,-0.9396454858766965
57,0.4,-0.44834072270598896,-4.634882446648684
58,0.4,-1.2466671369068192,-1.8072722883902124
59,0.4,0.2146026038059216,-0.7414161319712428
60,0.4,0.4117797771486563,-0.9733946802547746
61,0.4,-1.358942804049293,-1.1952090577418912
62,0.4,-0.6853996550358034,-0.6186648225520333
63,0.4,-0.4332212354869159,-1.1212755215328298
64,0.4,0.40206108325491186,-0.7557412808631206
65,0.4,0.23501110198129255,-0.8993749234094852
66,0.4,0.8887981551450926,-0.8291422815202686
67,0.4,0.5865960710408206,-0.7958783509026202
68,0.4,0.9966485355595961,-0.829129308727699
69,0.4,0.5683627168349499,-0.7855045146027537
70,0.4,0.7846685474253231,-0.7835470851093697
71,0.4,0.22529029975072767,-0.8277583966499553
72,0.4,0.2519639779291774,-0.7110409763839171
73,0.4,-0.36571877035025474,-0.8809710394724377
74,0.4,-0.5934134696317144,-0.6495711384711749
75,0.4,-1.1383753719761445,-0.8744437157691609
76,0.5,-0.560214383794245,-3.676733343472838
77,0.5,-1.5483514097084285,-1.3768799479113618
78,0.5,-0.5050272150522715,-0.513995548261353
79,0.5,-0.32212672059303976,-1.1282932833953327
80,0.5,0.9161887473215276,-0.796390753919596
81,0.5,0.7908449860851883,-0.643523142753834
82,0.5,1.5247928509612487,-0.8737737435460036
83,0.5,1.4509624829785672,-0.541413836123407
84,0.5,-1.4341831718781435,-0.8427969050363576
85,0.5,1.482640530962013,-0.5408727011416347
86,0.5,1.5312021285924882,-0.7809323838509047
87,0.5,1.0172011342224696,-0.5828321926422761
88,0.5,0.999450787247359,-0.6908632742300304
89,0.5,0.22585408539440754,-0.6786274014695747
90,0.5,0.058065121001597636,-0.5772219862017299
91,0.5,-0.7501841890070297,-0.7489468493614491
92,0.5,-1.3836185802686087,-0.5298632191512649
93,0.5,1.2032510974340576,-0.6782036369675103
94,0.5,0.13334709530919828,-0.6578483313728127
95,0.6,-0.6719522366983893,-3.032080456170151
96,0.6,1.2960215841830287,-1.0760800835350957
97,0.6,-1.391115900355585,-0.4096609638333627
98,0.6,-0.9118524992322883,-1.0444604501278756
99,0.6,-0.08538946567469861,-0.5037728640917173
100,0.6,-0.41180075122457227,-0.8189491571490705
101,0.6,0.18520120744369153,-0.5314790100200826
102,0.6,-0.36218517898600233,-0.731026114287555
103,0.6,-0.12074342228173836,-0.48653090825772977
104,0.6,-0.7455017119200671,-0.7145732095136726
105,0.6,-0.9959704980567097,-0.4369292025028275
106,0.6,-1.5042187710160553,-0.660959667503326
107,0.6,0.7767627837399247,-0.5026565806803129
108,0.6,0.43024360657075283,-0.5238062123377734
109,0.6,-0.6476093612654351,-0.6320706639301156
110,0.6,-1.4653206065905593,-0.440762343455994
111,0.6,0.8905274597276742,-0.5531826818936169
112,0.6,-0.37448774847842103,-0.5898436043907542
113,0.6,-1.3869739893395965,-0.43830326501640193
114,0.7000000000000001,-0.7835324461259929,-2.566508356010207
115,0.7000000000000001,1.0016572633870746,-0.8487703516958667
116,0.7000000000000001,0.7841914499074197,-0.47476471059935854
117,0.7000000000000001,-1.4801676934049408,-0.8457182119268365
118,0.7000000000000001,-1.4091280482331086,-0.3645914476491922
119,0.7000000000000001,-1.3561641430428757,-0.7310011500246997
120,0.7000000000000001,1.5113117522214456,-0.3766027845648099
121,0.7000000000000001,1.4174598909865679,-0.6217441340242337
122,0.7000000000000001,0.607671265915273,-0.45658850256742883
123,0.7000000000000001,0.5241842313154002,-0.48195454186346554
124,0.7000000000000001,-0.5396216027687033,-0.5777889300382321
125,0.7000000000000001,-1.1256903336865962,-0.36809168592045843
126,0.7000000000000001,1.2124218636150799,-0.5270131900269946
127,0.7000000000000001,-0.09309038676787244,-0.5022584626360673
128,0.7000000000000001,-0.9161791018591385,-0.36983173697458993
129,0.7000000000000001,1.1070987525004046,-0.4957295302539817
130,0.7000000000000001,-0.4138741396861655,-0.5054952365195151
131,0.7000000000000001,1.5144594810805223,-0.3721385310711891
132,0.7000000000000001,0.3014930927727669,-0.4236302382638519
133,0.8,-0.894936254272718,-2.212798802092644
134,0.8,0.7063670783046238,-0.6668686514998035
135,0.8,0.07637886792886094,-0.6359555221264355
